"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
f9_nt_complete,form_9_routine_investigations,"<div style=""font-size: 1.5em"">2. NT Ultrasound Doppler</div>",dropdown,"NT scan completed","1, Yes - Dopplers completed | 2, Yes - Dopplers not completed | 3, Declined NT scan",,,,,,,,,,,,
f9_utri_r,form_9_routine_investigations,,text,"R Uterine RI",,,number,,,,,,,,,,"NT scan - right uterine artery RI"
f9_utpi_r,form_9_routine_investigations,,text,"R Uterine PI",,,number,,,,,,,,,,"NT scan - right uterine artery PI"
f9_notch_r,form_9_routine_investigations,,dropdown,"R notch","1, Absent | 2, Present | 3, Indeterminate | 4, Not visualised | 5, No result",,,,,,,,,,,,"NT scan - right uterine artery notching"
f9_utri_l,form_9_routine_investigations,,text,"L Uterine RI",,,number,,,,,,,,,,"NT scan - left uterine artery RI"
f9_utpi_l,form_9_routine_investigations,,text,"L Uterine PI",,,number,,,,,,,,,,"NT scan - left uterine artery PI"
f9_notch_l,form_9_routine_investigations,,dropdown,"L notch","1, Absent | 2, Present | 3, Indeterminate | 4, Not visualised | 5, No result",,,,,,,,,,,,"NT scan - left uterine artery notching"
f9_trisomy,form_9_routine_investigations,,text,"Risk of trisomy 21 is 1 in",,,,,,,,,,,,,
f9_blood_grp,form_9_routine_investigations,"<div style=""font-size: 1.5em"">3. Routine Antenatal Blood Results</div>",dropdown,"Blood group","1, A | 2, B | 3, O | 4, AB",,,,,,,,,,,,"Blood group at booking"
f9_rh_factor,form_9_routine_investigations,,radio,"Rh factor","1, Positive | 2, Negative",,,,,,,,,,,,"Blood Rhesus factor at booking"
f9_rcfolate,form_9_routine_investigations,,text,"Red cell folate",,nmol/L,number,150,1800,,,,,,,,"Red Cell Folate at booking (measured by GP or IMVS)"
f9_blood_date,form_9_routine_investigations,,text,"<em>RC folate</em> Blood test date",,,date_dmy,,,,"[f9_rcfolate] > 0",,,,,,
f9_blood_gestw,form_9_routine_investigations,,calc,"<em>RC folate</em> Gestation","round((datediff([f9_blood_date],[f1_lmp],""d"",""dmy""))/7,2)",wks,,,,,"[f9_rcfolate] > 0",,,,,,
f9_ferritin,form_9_routine_investigations,,text,Ferritin,,ug/L,number,6,130,,,,,,,,"Ferritin at booking (measured by GP or IMVS)"
f9_blood_date_ferritin,form_9_routine_investigations,,text,"<em>Ferritin</em> Blood test date",,,date_dmy,,,,"[f9_ferritin] > 0",,,,,,
f9_blood_gestw_ferret,form_9_routine_investigations,,calc,"<em>Ferritin</em> Gestation","round((datediff([f9_blood_date_ferritin],[f1_lmp],""d"",""dmy""))/7,2)",wks,,,,,"[f9_ferritin] > 0",,,,,,
f9_b12,form_9_routine_investigations,,text,B12,,pmol/L,number,87,323,,,,,,,,"Serum B12 at booking (measured by GP or IMVS)"
f9_blood_date_b12,form_9_routine_investigations,,text,"<em>B12</em> Blood test date",,,date_dmy,,,,"[f9_b12] > 0",,,,,,
f9_blood_gestw_b12,form_9_routine_investigations,,calc,"<em>B12</em> Gestation","round((datediff([f9_blood_date_b12],[f1_lmp],""d"",""dmy""))/7,2)",wks,,,,,"[f9_b12] > 0",,,,,,
f9_vitd,form_9_routine_investigations,,text,"Vitamin D",,nmol/L,number,35,200,,,,,,,,"Vitamin D (25-hydroxy vitamin D) at booking (measured by GP or IMVS)"
f9_blood_date_vitd,form_9_routine_investigations,,text,"<em>VitD</em> Blood test date",,,date_dmy,,,,"[f9_vitd] > 0",,,,,,
f9_blood_gestw_vitd,form_9_routine_investigations,,calc,"<em>VitD</em> Gestation","round((datediff([f9_blood_date_vitd],[f1_lmp],""d"",""dmy""))/7,2)",wks,,,,,"[f9_vitd] > 0",,,,,,
f9_hb,form_9_routine_investigations,,text,Haemoglobin,,g/L,number,110,150,,,,,,,,"Haemoglobin at booking (measured by GP or IMVS)"
f9_haematocrit,form_9_routine_investigations,,text,"Haematocrit (PCV)",,"proportion of 1.0",number,0.31,0.41,,,,,,,,"Haematocrit (packed cell volume) at booking (measured by GP or IMVS)"
f9_platelets,form_9_routine_investigations,,text,Platelets,,"x10<span style=""font-size:75%;vertical-align:super;"">9</span>/L",number,174,391,,,,,,,,"Platelets at booking (measured by GP or IMVS)"
f9_blood_date_hb,form_9_routine_investigations,,text,"<em>CBE</em> Blood test date",,,date_dmy,,,,"[f9_hb] > 0",,,,,,
f9_blood_gestw_hb,form_9_routine_investigations,,calc,"<em>CBE</em> Gestation","round((datediff([f9_blood_date_hb],[f1_lmp],""d"",""dmy""))/7,2)",wks,,,,,"[f9_hb] > 0",,,,,,
f9_prot_creat_pcr,form_9_routine_investigations,,text,"Urine Creatinine (PCR)",,,number,,,,,,,,,,
f9_prot_prot_pcr,form_9_routine_investigations,,text,"Urine Protein ",,,number,,,,,,,,,,
f9_prot_creat_ratio,form_9_routine_investigations,,text,"Protein:creatinine ratio",,,number,,,,,,,,,,
f9_blood_date_prot,form_9_routine_investigations,,text,"<em>Prot:Creat</em> Urine test date",,,date_dmy,,,,"[f9_prot_creat_ratio] > 0",,,,,,
f9_blood_gestw_prot,form_9_routine_investigations,,calc,"<em>Prot:Creat</em> Gestation","round((datediff([f9_blood_date_prot],[f1_lmp],""d"",""dmy""))/7,2)",wks,,,,,"[f9_prot_creat_ratio] > 0",,,,,,
f9_12wk_hba,form_9_routine_investigations,,text,"HbA1c (%) ",,,number,4,6,,,,,,,,"Haemoglobin A1c, % glycated, at booking (measured by GP or IMVS)"
f9_blood_date_hba,form_9_routine_investigations,,text,"<em>HbA1c</em> test date",,,date_dmy,,,,"[f9_12wk_hba] > 0",,,,,,
f9_blood_gestw_hba,form_9_routine_investigations,,calc,"<em>HbA1c</em> Gestation","round((datediff([f9_blood_date_hba],[f1_lmp],""d"",""dmy""))/7,2)",wks,,,,,"[f9_12wk_hba] > 0",,,,,,
f9_12wk_pappa,form_9_routine_investigations,,text,"PAPP-A  (MOM)",,,number,,,,,,,,,,
f9_blood_date_pappa,form_9_routine_investigations,,text,"<em>PAPP-A</em> test date",,,date_dmy,,,,"[f9_12wk_pappa] > 0",,,,,,
f9_blood_gestw_pappa,form_9_routine_investigations,,calc,"<em>PAPP-A</em> Gestation","round((datediff([f9_blood_date_pappa],[f1_lmp],""d"",""dmy""))/7,2)",wks,,,,,"[f9_12wk_pappa] > 0",,,,,,
f9_12wk_bhcg,form_9_routine_investigations,,text,"B-hCG  (MOM)",,,number,,,,,,,,,,
f9_blood_date_bhcg,form_9_routine_investigations,,text,"<em>B-hCG</em> test date",,,date_dmy,,,,"[f9_12wk_bhcg] > 0",,,,,,
f9_blood_gestw_bhcg,form_9_routine_investigations,,calc,"<em>B-hCG</em> Gestation","round((datediff([f9_blood_date_bhcg],[f1_lmp],""d"",""dmy""))/7,2)",wks,,,,,"[f9_12wk_bhcg] > 0",,,,,,
f9_12wk_plasma_calc,form_9_routine_investigations,,text,"Plasma calcium",,mmol/L,number,2.2,2.65,,,,,,,,"Plasma calcium at booking (measured by GP or IMVS)"
f9_blood_date_plasma_calc,form_9_routine_investigations,,text,"<em>Plasma calcium</em> test date",,,date_dmy,,,,"[f9_12wk_plasma_calc] > 0",,,,,,
f9_blood_gestw_plasma_calc,form_9_routine_investigations,,calc,"<em>Plasma calcium</em> Gestation","round((datediff([f9_blood_date_plasma_calc],[f1_lmp],""d"",""dmy""))/7,2)",wks,,,,,"[f9_12wk_plasma_calc] > 0",,,,,,
f9_12wk_ion_calc,form_9_routine_investigations,,text,"Ionised plasma calcium",,mmol/L,number,1.13,1.28,,,,,,,,"Ionised Plasma Calcium at booking (measured by GP or IMVS)"
f9_blood_date_ion_calc,form_9_routine_investigations,,text,"<em>Ionised calcium</em> test date",,,date_dmy,,,,"[f9_12wk_ion_calc] > 0",,,,,,
f9_blood_gestw_ion_calc,form_9_routine_investigations,,calc,"<em>Ionised calcium</em> Gestation","round((datediff([f9_blood_date_ion_calc],[f1_lmp],""d"",""dmy""))/7,2)",wks,,,,,"[f9_12wk_ion_calc] > 0",,,,,,
f9_12wk_urin_creat_ccr,form_9_routine_investigations,,text,"Urinary creatinine (CCR)",,mmol/L,number,,,,,,,,,,
f9_12wk_urin_calc,form_9_routine_investigations,,text,"Urinary calcium",,mmol/L,number,,,,,,,,,,
f9_12wk_urin_protcalc,form_9_routine_investigations,,text,"Urine calcium:creatinine ratio",,,number,,,,,,,,,,
f9_blood_date_urin_protcalc,form_9_routine_investigations,,text,"<em>Urine calcium:creatinine ratio</em> test date",,,date_dmy,,,,"[f9_12wk_urin_protcalc] > 0",,,,,,
f9_blood_gestw_urin_protcalc,form_9_routine_investigations,,calc,"<em>Urine calcium:creatinine ratio</em> Gestation","round((datediff([f9_blood_date_urin_protcalc],[f1_lmp],""d"",""dmy""))/7,2)",wks,,,,,"[f9_12wk_urin_protcalc] > 0",,,,,,
f9_anrq_q1,form_9_routine_investigations,"<div style=""font-size: 1.5em"">4. Routine Antenatal Screening Questionnaires</div>
<div style=""font-size: 1.2em""><font color=""blue"">a) ANRQ</div></font>",text,Q1,,,integer,1,6,,,,,,,,
f9_anrq_q2a,form_9_routine_investigations,,radio,Q2a,"0, No | 1, Yes",,,,,,,,RH,,,,
f9_anrq_q2b,form_9_routine_investigations,,radio,Q2b,"0, No | 1, Yes",,,,,,,,RH,,,,
f9_anrq_q2c,form_9_routine_investigations,,text,Q2c,,,integer,0,5,,,,,,,,
f9_anrq_q2d,form_9_routine_investigations,,radio,Q2d,"0, No | 1, Yes",,,,,,,,RH,,,,
f9_anrq_q3,form_9_routine_investigations,,text,Q3,,,integer,1,6,,,,,,,,
f9_anrq_q4a,form_9_routine_investigations,,radio,Q4a,"0, No | 1, Yes",,,,,,,,RH,,,,
f9_anrq_q4b,form_9_routine_investigations,,text,Q4b,,,integer,0,5,,,,,,,,
f9_anrq_q5,form_9_routine_investigations,,text,Q5,,,integer,0,5,,,,,,,,
f9_anrq_q6,form_9_routine_investigations,,text,Q6,,,integer,0,5,,,,,,,,
f9_anrq_q7,form_9_routine_investigations,,text,Q7,,,integer,0,5,,,,,,,,
f9_anrq_q8,form_9_routine_investigations,,radio,Q8,"0, No | 1, Yes",,,,,,,,RH,,,,
f9_anrq_q9,form_9_routine_investigations,,radio,Q9,"0, No | 1, Yes",,,,,,,,RH,,,,
f9_anrq_result,form_9_routine_investigations,,text,"ANRQ Total",,,number,0,72,,,,,,,,
f9_anrq_risk,form_9_routine_investigations,,radio,"ANRQ Risk Level","1, High | 0, Low","High risk: 2a=yes or 2c>3 or 2d=yes or 8=yes or 9=yes or score >22",,,,,,,,,,,
f9_epds_q1,form_9_routine_investigations,"<div style=""font-size: 1.2em""><font color=""blue"">b) EPDS (past week)</div></font>",text,Q1,,,integer,0,3,,,,,,,,
f9_epds_q2,form_9_routine_investigations,,text,Q2,,,integer,0,3,,,,,,,,
f9_epds_q3,form_9_routine_investigations,,text,Q3,,,integer,0,3,,,,,,,,
f9_epds_q4,form_9_routine_investigations,,text,Q4,,,integer,0,3,,,,,,,,
f9_epds_q5,form_9_routine_investigations,,text,Q5,,,integer,0,3,,,,,,,,
f9_epds_q6,form_9_routine_investigations,,text,Q6,,,integer,0,3,,,,,,,,
f9_epds_q7,form_9_routine_investigations,,text,Q7,,,integer,0,3,,,,,,,,
f9_epds_q8,form_9_routine_investigations,,text,Q8,,,integer,0,3,,,,,,,,
f9_epds_q9,form_9_routine_investigations,,text,Q9,,,integer,0,3,,,,,,,,
f9_epds_q10,form_9_routine_investigations,,text,Q10,,,integer,0,3,,,,,,,,
f9_epds_total,form_9_routine_investigations,,text,"EPDS Total",,,number,0,30,,,,,,,,
f9_epds_risk,form_9_routine_investigations,,radio,"EPDS Risk Level","0, Low (0-9) | 1, Med (10-12) | 2, High (13-30)",,,,,,,,,,,,
f9_wgt_prepreg,form_9_routine_investigations,"<div style=""font-size: 1.5em"">5. Physical Measurements</div>",text,"What is your usual pre-pregnancy weight (kg)",,"[enter 0 if unknown]",number,0,200,,,,,,,,
f9_hgt,form_9_routine_investigations,,text,"Height (m)",,,number,1.2,2,,,,,,,,
f9_wgt,form_9_routine_investigations,,text,"Weight (kg)",,,number,40,190,,,,,,,,
f9_bmi,form_9_routine_investigations,,calc,BMI,"round([f9_wgt]/([f9_hgt]*[f9_hgt]),1)",,,,,,,,,,,,
f9_waist,form_9_routine_investigations,,text,"Waist (cm)",,,number,50,150,,,,,,,,
f9_hip,form_9_routine_investigations,,text,"Hip (cm)",,,number,60,170,,,,,,,,
f9_waist_hip_ratio,form_9_routine_investigations,,calc,"Waist:Hip ratio","round(([f9_waist]/[f9_hip]),2)",,,,,,,,,,,,
f9_head_circum,form_9_routine_investigations,,text,"Head circumference",,,number,,,,,,,,,,
f9_head_circ_date,form_9_routine_investigations,,text,"<i>Head circumference</i> date",,,date_dmy,,,,,,,,,,"Date of head circumference measurement - some were measured outside of the booking visit"
f9_head_circ_gestw,form_9_routine_investigations,,calc,"<i>Head circumference</i> gestation (weeks)","round((datediff([f9_head_circ_date],[f1_lmp],""d"",""dmy""))/7,2)",wks,,,,,,,,,,,
ab_f9_2,form_9_routine_investigations,,descriptive,"<hr />",,,,,,,,,,,,,
f9_sbp,form_9_routine_investigations,,text,"SBP (manual)",,,number,100,140,,,,,,,,
f9_dbp,form_9_routine_investigations,,text,"DBP (manual)",,,number,60,90,,,,,,,,
f9_sbp_uscom,form_9_routine_investigations,,text,"SBP (USCOM)",,,number,100,140,,,,,,,,
f9_dbp_uscom,form_9_routine_investigations,,text,"DBP (USCOM)",,,number,60,100,,,,,,,,
f9_sbp_central,form_9_routine_investigations,,text,"Central SBP",,,number,80,140,,,,,,,,
f9_dbp_central,form_9_routine_investigations,,text,"Central DBP",,,number,50,100,,,,,,,,
f9_pr,form_9_routine_investigations,,text,"PR (bpm)",,,number,50,120,,,,,,,,
f9_ai,form_9_routine_investigations,,text,"AI (%)",,,number,0,125,,,,,,,,
f9_bp_file,form_9_routine_investigations,,text,"BP Measurement Stored in:",,"Machine X, SD XX",,,,,,,,,,,
f9_sbp_auto,form_9_routine_investigations,,text,"SBP (automatic)",,"WCH only",,,,,,,,,,,"SBP using automatic blood pressure machine"
f9_dbp_auto,form_9_routine_investigations,,text,"DBP (automatic)",,"WCH only",,,,,,,,,,,"DBP using automatic blood pressure machine"
f9_12wk_vst_gestw,form_9_routine_investigations,"<div style=""font-size: 1.5em"">6. Sample Collection</div>",calc,"Gestation at sample collection","round((datediff([f9_collect_date],[f1_lmp],""d"",""dmy""))/7,2)",wks,,,,,,,,,,,
f9_collect_date,form_9_routine_investigations,,text,"Collection date",,,date_dmy,,,,,,,,,,
f9_collect_time,form_9_routine_investigations,,text,"Collection time",,,time,,,,,,,,,,
f9_time_lab,form_9_routine_investigations,,text,"Time received at lab",,,time,,,,,,,,,,
f9_samp,form_9_routine_investigations,,checkbox,Sample,"1, EDTA blood | 2, Serum blood | 3, Heparin (TMF) blood | 4, Urine | 5, Saliva","Blood should always be taken when at all possible",,,,,,,,,,,
f10_hrs_desc,form_10_lifestyle_questionannaire,"<div style=""font-size: 1.5em"">1. Time</div>",descriptive,"In an average week I spend:",,,,,,,,,,,,,
f10_hrs_paid_employ,form_10_lifestyle_questionannaire,,text,"<span style=""font-weight: normal;""><div align=""right"">Hours in paid employment</div>",,"[enter 0 if none]",number,,,,,,,,,,
f10_hrs_study,form_10_lifestyle_questionannaire,,text,"<span style=""font-weight: normal;""><div align=""right"">Hours studying</div>",,,number,,,,,,,,,,
f10_hrs_household,form_10_lifestyle_questionannaire,,text,"<span style=""font-weight: normal;""><div align=""right"">Hours of household duties</div>",,,number,,,,,,,,,,
f10_hrs_relax,form_10_lifestyle_questionannaire,,text,"<span style=""font-weight: normal;""><div align=""right"">Hours relaxing <em>(reading, hobbies, etc)</em></div>",,,number,,,,,,,,,,
f10_hrs_exercise,form_10_lifestyle_questionannaire,,text,"<span style=""font-weight: normal;""><div align=""right"">Hours exercising</div>",,,number,,,,,,,,,,
f10_work_quest,form_10_lifestyle_questionannaire,,descriptive,"<div style=""background-color: LemonChiffon;font-size: 1.5em"">2. Work</div>",,,,,,,"[f10_hrs_paid_employ] > 0",,,,,,
f10_work_quest_desc,form_10_lifestyle_questionannaire,,descriptive,"a) Select the answer which best describes your main activities at work:",,,,,,,"[f10_hrs_paid_employ] > 0",,,,,,
f10_work_activity,form_10_lifestyle_questionannaire,,radio,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">Administrative / sitting activities","0, No | 1, Yes",,,,,,"[f10_hrs_paid_employ] > 0",,RH,,,,
f10_work_activity_2,form_10_lifestyle_questionannaire,,radio,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">Sitting and some walking","0, No | 1, Yes",,,,,,"[f10_hrs_paid_employ] > 0",,RH,,,,
f10_work_activity_3,form_10_lifestyle_questionannaire,,radio,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">Standing","0, No | 1, Yes",,,,,,"[f10_hrs_paid_employ] > 0",,RH,,,,
f10_work_activity_4,form_10_lifestyle_questionannaire,,radio,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">Standing & walking","0, No | 1, Yes",,,,,,"[f10_hrs_paid_employ] > 0",,RH,,,,
f10_work_activity_5,form_10_lifestyle_questionannaire,,radio,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">Standing & walking work plus intermittent strenuous exercise","0, No | 1, Yes",,,,,,"[f10_hrs_paid_employ] > 0",,RH,,,,
f10_work_activity_6,form_10_lifestyle_questionannaire,,radio,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">Regular strenuous exercise","0, No | 1, Yes",,,,,,"[f10_hrs_paid_employ] > 0",,RH,,,,
f10_nfr_desc,form_10_lifestyle_questionannaire,,descriptive,"b) This asks you about how you feel at the end of your normal working day.
<span style=""font-weight: normal;margin-left: 2%;"">Please answer these questions in relation to how you have been feeling <strong><font color=""green"">in the past month</strong></font>?</span>",,,,,,,"[f10_hrs_paid_employ] > 0",,,,,,
f10_nfr_1,form_10_lifestyle_questionannaire,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">I find it hard to relax at the end of a working day","0, No | 1, Yes",,,,,,"[f10_hrs_paid_employ] > 0",,RH,,,,
f10_nfr_2,form_10_lifestyle_questionannaire,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">At the end of a working day I am really feeling worn-out","0, No | 1, Yes",,,,,,"[f10_hrs_paid_employ] > 0",,RH,,,,
f10_nfr_3,form_10_lifestyle_questionannaire,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">My job causes me to feel rather exhausted at the end of
<span style=""font-weight: normal;margin-left: 10%;"">a working day","0, No | 1, Yes",,,,,,"[f10_hrs_paid_employ] > 0",,RH,,,,
f10_nfr_4,form_10_lifestyle_questionannaire,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">I have trouble concentrating in the hours off after my 
<span style=""font-weight: normal;margin-left: 10%;"">working day","0, No | 1, Yes",,,,,,"[f10_hrs_paid_employ] > 0",,RH,,,,
f10_nfr_5,form_10_lifestyle_questionannaire,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">I find it hard to show interest in other people when I just 
<span style=""font-weight: normal;margin-left: 10%;"">came home from work","0, No | 1, Yes",,,,,,"[f10_hrs_paid_employ] > 0",,RH,,,,
f10_nfr_6,form_10_lifestyle_questionannaire,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">In general, it takes me over an hour to feel fully 
<span style=""font-weight: normal;margin-left: 10%;"">recovered after work","0, No | 1, Yes",,,,,,"[f10_hrs_paid_employ] > 0",,RH,,,,
f10_nfr_7,form_10_lifestyle_questionannaire,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">When I get home, people should leave me alone
<span style=""font-weight: normal;margin-left: 10%;"">for some time","0, No | 1, Yes",,,,,,"[f10_hrs_paid_employ] > 0",,RH,,,,
f10_nfr_8,form_10_lifestyle_questionannaire,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">After a working day I am often too tired to start
<span style=""font-weight: normal;margin-left: 10%;"">other activities","0, No | 1, Yes",,,,,,"[f10_hrs_paid_employ] > 0",,RH,,,,
f10_nfr_9,form_10_lifestyle_questionannaire,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">During the last part of the working day I cannot optimally
<span style=""font-weight: normal;margin-left: 10%;"">perform my job because of fatigue sometimes","0, No | 1, Yes",,,,,,"[f10_hrs_paid_employ] > 0",,RH,,,,
f10_nfr_10,form_10_lifestyle_questionannaire,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">Generally speaking, I'm still feeling fresh after
<span style=""font-weight: normal;margin-left: 10%;"">the evening meal","0, No | 1, Yes",,,,,,"[f10_hrs_paid_employ] > 0",,RH,,,,
f10_nfr_11,form_10_lifestyle_questionannaire,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">Generally speaking, I'm able to relax only on
<span style=""font-weight: normal;margin-left: 10%;"">a second day off","0, No | 1, Yes",,,,,,"[f10_hrs_paid_employ] > 0",,RH,,,,
f10_pss_q1,form_10_lifestyle_questionannaire,"<div style=""font-size: 1.5em"">3. Stress</div>
In the <font color=""green"">last month</font>, how often have you:",radio,"<span style=""font-weight: normal;"">Been upset because of something that happened unexpectedly?","1, Never | 2, Almost Never | 3, Sometimes | 4, Fairly Often | 5, Very Often",,,,,,,,,,freq3,,
f10_pss_q2,form_10_lifestyle_questionannaire,,radio,"<span style=""font-weight: normal;"">Felt that you were unable to control the important things in your life?","1, Never | 2, Almost Never | 3, Sometimes | 4, Fairly Often | 5, Very Often",,,,,,,,,,freq3,,
f10_pss_q3,form_10_lifestyle_questionannaire,,radio,"<span style=""font-weight: normal;"">Felt nervous and stressed?","1, Never | 2, Almost Never | 3, Sometimes | 4, Fairly Often | 5, Very Often",,,,,,,,,,freq3,,
f10_pss_q4,form_10_lifestyle_questionannaire,,radio,"<span style=""font-weight: normal;"">Felt confident about your ability to handle your personal problems?","1, Never | 2, Almost Never | 3, Sometimes | 4, Fairly Often | 5, Very Often",,,,,,,,,,freq3,,
f10_pss_q5,form_10_lifestyle_questionannaire,,radio,"<span style=""font-weight: normal;"">Felt that things were going your way?","1, Never | 2, Almost Never | 3, Sometimes | 4, Fairly Often | 5, Very Often",,,,,,,,,,freq3,,
